"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
16 Dec 2017 18:26:42.000,-148547.606257,-357517.095612,-118710.176259,0.898578,-0.332944,-0.178773
16 Dec 2017 18:56:42.000,-146928.705586,-358112.921270,-119030.821918,0.900197,-0.329084,-0.177499
16 Dec 2017 19:26:42.000,-145306.907121,-358701.793022,-119349.170767,0.901798,-0.325217,-0.176221
16 Dec 2017 19:56:42.000,-143682.243595,-359283.700934,-119665.217092,0.903381,-0.321346,-0.174941
16 Dec 2017 20:26:42.000,-142054.747778,-359858.635194,-119978.955221,0.904945,-0.317469,-0.173657
16 Dec 2017 20:56:42.000,-140424.452475,-360426.586119,-120290.379527,0.906491,-0.313587,-0.172370
16 Dec 2017 21:26:42.000,-138791.390526,-360987.544151,-120599.484422,0.908019,-0.309699,-0.171080
16 Dec 2017 21:56:42.000,-137155.594807,-361541.499858,-120906.264364,0.909529,-0.305806,-0.169786
16 Dec 2017 22:26:42.000,-135517.098228,-362088.443933,-121210.713850,0.911020,-0.301908,-0.168490
16 Dec 2017 22:56:42.000,-133875.933732,-362628.367196,-121512.827422,0.912493,-0.298005,-0.167191
16 Dec 2017 23:26:42.000,-132232.134299,-363161.260593,-121812.599663,0.913948,-0.294097,-0.165889
16 Dec 2017 23:56:42.000,-130585.732937,-363687.115197,-122110.025202,0.915384,-0.290185,-0.164584
17 Dec 2017 00:26:42.000,-128936.762689,-364205.922206,-122405.098707,0.916802,-0.286267,-0.163275
17 Dec 2017 00:56:42.000,-127285.256634,-364717.672943,-122697.814891,0.918202,-0.282344,-0.161964
17 Dec 2017 01:26:42.000,-125631.247876,-365222.358861,-122988.168508,0.919583,-0.278417,-0.160650
17 Dec 2017 01:56:42.000,-123974.769555,-365719.971535,-123276.154358,0.920946,-0.274485,-0.159333
17 Dec 2017 02:26:42.000,-122315.854840,-366210.502670,-123561.767281,0.922290,-0.270549,-0.158014
17 Dec 2017 02:56:42.000,-120654.536929,-366693.944095,-123845.002161,0.923616,-0.266608,-0.156691
17 Dec 2017 03:26:42.000,-118990.849052,-367170.287767,-124125.853925,0.924923,-0.262662,-0.155366
17 Dec 2017 03:56:42.000,-117324.824467,-367639.525768,-124404.317544,0.926212,-0.258713,-0.154038
17 Dec 2017 04:26:42.000,-115656.496462,-368101.650308,-124680.388032,0.927483,-0.254758,-0.152707
17 Dec 2017 04:56:42.000,-113985.898352,-368556.653723,-124954.060444,0.928734,-0.250800,-0.151373
17 Dec 2017 05:26:42.000,-112313.063480,-369004.528476,-125225.329880,0.929968,-0.246838,-0.150037
17 Dec 2017 05:56:42.000,-110638.025217,-369445.267155,-125494.191484,0.931183,-0.242871,-0.148698
17 Dec 2017 06:26:42.000,-108960.816962,-369878.862476,-125760.640441,0.932379,-0.238901,-0.147356
17 Dec 2017 06:56:42.000,-107281.472139,-370305.307282,-126024.671983,0.933557,-0.234926,-0.146012
17 Dec 2017 07:26:42.000,-105600.024198,-370724.594541,-126286.281381,0.934716,-0.230948,-0.144665
17 Dec 2017 07:56:42.000,-103916.506614,-371136.717351,-126545.463952,0.935856,-0.226966,-0.143315
17 Dec 2017 08:26:42.000,-102230.952890,-371541.668933,-126802.215057,0.936978,-0.222980,-0.141963
17 Dec 2017 08:56:42.000,-100543.396550,-371939.442638,-127056.530100,0.938081,-0.218990,-0.140609
17 Dec 2017 09:26:42.000,-98853.871145,-372330.031941,-127308.404526,0.939166,-0.214997,-0.139251
17 Dec 2017 09:56:42.000,-97162.410247,-372713.430446,-127557.833827,0.940232,-0.211001,-0.137892
17 Dec 2017 10:26:42.000,-95469.047454,-373089.631882,-127804.813538,0.941279,-0.207000,-0.136530
17 Dec 2017 10:56:42.000,-93773.816384,-373458.630108,-128049.339236,0.942308,-0.202997,-0.135165
17 Dec 2017 11:26:42.000,-92076.750679,-373820.419107,-128291.406543,0.943318,-0.198990,-0.133798
17 Dec 2017 11:56:42.000,-90377.884002,-374174.992990,-128531.011125,0.944309,-0.194980,-0.132429
17 Dec 2017 12:26:42.000,-88677.250038,-374522.345994,-128768.148691,0.945281,-0.190967,-0.131057
17 Dec 2017 12:56:42.000,-86974.882492,-374862.472485,-129002.814995,0.946235,-0.186951,-0.129683
17 Dec 2017 13:26:42.000,-85270.815090,-375195.366954,-129235.005833,0.947170,-0.182931,-0.128307
17 Dec 2017 13:56:42.000,-83565.081578,-375521.024021,-129464.717047,0.948086,-0.178909,-0.126928
17 Dec 2017 14:26:42.000,-81857.715721,-375839.438431,-129691.944520,0.948984,-0.174884,-0.125547
17 Dec 2017 14:56:42.000,-80148.751302,-376150.605057,-129916.684184,0.949862,-0.170856,-0.124164
17 Dec 2017 15:26:42.000,-78438.222124,-376454.518899,-130138.932009,0.950722,-0.166825,-0.122778
17 Dec 2017 15:56:42.000,-76726.162009,-376751.175084,-130358.684013,0.951564,-0.162792,-0.121390
17 Dec 2017 16:26:42.000,-75012.604792,-377040.568866,-130575.936258,0.952386,-0.158756,-0.120001
17 Dec 2017 16:56:42.000,-73297.584331,-377322.695627,-130790.684848,0.953189,-0.154718,-0.118609
17 Dec 2017 17:26:42.000,-71581.134496,-377597.550874,-131002.925933,0.953974,-0.150677,-0.117214
17 Dec 2017 17:56:42.000,-69863.289175,-377865.130244,-131212.655705,0.954740,-0.146633,-0.115818
17 Dec 2017 18:26:42.000,-68144.082273,-378125.429498,-131419.870404,0.955487,-0.142588,-0.114420
17 Dec 2017 18:56:42.000,-66423.547706,-378378.444527,-131624.566311,0.956215,-0.138540,-0.113020
17 Dec 2017 19:26:42.000,-64701.719409,-378624.171346,-131826.739752,0.956924,-0.134490,-0.111617
17 Dec 2017 19:56:42.000,-62978.631330,-378862.606100,-132026.387098,0.957615,-0.130437,-0.110213
17 Dec 2017 20:26:42.000,-61254.317429,-379093.745059,-132223.504763,0.958286,-0.126383,-0.108806
17 Dec 2017 20:56:42.000,-59528.811682,-379317.584622,-132418.089207,0.958939,-0.122327,-0.107398
17 Dec 2017 21:26:42.000,-57802.148076,-379534.121313,-132610.136934,0.959573,-0.118269,-0.105988
17 Dec 2017 21:56:42.000,-56074.360611,-379743.351785,-132799.644492,0.960188,-0.114209,-0.104576
17 Dec 2017 22:26:42.000,-54345.483298,-379945.272816,-132986.608473,0.960784,-0.110147,-0.103162
17 Dec 2017 22:56:42.000,-52615.550162,-380139.881315,-133171.025515,0.961361,-0.106084,-0.101746
17 Dec 2017 23:26:42.000,-50884.595235,-380327.174312,-133352.892299,0.961919,-0.102019,-0.100328
17 Dec 2017 23:56:42.000,-49152.652564,-380507.148970,-133532.205551,0.962458,-0.097953,-0.098909
18 Dec 2017 00:26:42.000,-47419.756200,-380679.802576,-133708.962043,0.962979,-0.093885,-0.097487
18 Dec 2017 00:56:42.000,-45685.940213,-380845.132543,-133883.158589,0.963480,-0.089815,-0.096064
18 Dec 2017 01:26:42.000,-43951.238673,-381003.136415,-134054.792049,0.963963,-0.085744,-0.094639
18 Dec 2017 01:56:42.000,-42215.685662,-381153.811859,-134223.859328,0.964426,-0.081672,-0.093213
18 Dec 2017 02:26:42.000,-40479.315271,-381297.156670,-134390.357376,0.964871,-0.077599,-0.091785
18 Dec 2017 02:56:42.000,-38742.161598,-381433.168773,-134554.283187,0.965297,-0.073525,-0.090355
18 Dec 2017 03:26:42.000,-37004.258747,-381561.846216,-134715.633798,0.965703,-0.069450,-0.088923
18 Dec 2017 03:56:42.000,-35265.640832,-381683.187175,-134874.406294,0.966091,-0.065373,-0.087490
18 Dec 2017 04:26:42.000,-33526.341969,-381797.189954,-135030.597804,0.966460,-0.061296,-0.086056
18 Dec 2017 04:56:42.000,-31786.396283,-381903.852984,-135184.205499,0.966810,-0.057218,-0.084619
18 Dec 2017 05:26:42.000,-30045.837903,-382003.174822,-135335.226599,0.967141,-0.053139,-0.083182
18 Dec 2017 05:56:42.000,-28304.700965,-382095.154152,-135483.658365,0.967453,-0.049060,-0.081742
18 Dec 2017 06:26:42.000,-26563.019606,-382179.789784,-135629.498106,0.967746,-0.044980,-0.080302
18 Dec 2017 06:56:42.000,-24820.827969,-382257.080657,-135772.743175,0.968020,-0.040899,-0.078859
18 Dec 2017 07:26:42.000,-23078.160200,-382327.025835,-135913.390968,0.968275,-0.036818,-0.077416
18 Dec 2017 07:56:42.000,-21335.050450,-382389.624509,-136051.438928,0.968511,-0.032736,-0.075971
18 Dec 2017 08:26:42.000,-19591.532869,-382444.875998,-136186.884542,0.968728,-0.028654,-0.074524
18 Dec 2017 08:56:42.000,-17847.641612,-382492.779746,-136319.725344,0.968926,-0.024572,-0.073076
18 Dec 2017 09:26:42.000,-16103.410835,-382533.335324,-136449.958909,0.969105,-0.020490,-0.071627
18 Dec 2017 09:56:42.000,-14358.874694,-382566.542431,-136577.582861,0.969265,-0.016407,-0.070177
18 Dec 2017 10:26:42.000,-12614.067347,-382592.400891,-136702.594867,0.969406,-0.012325,-0.068725
18 Dec 2017 10:56:42.000,-10869.022952,-382610.910655,-136824.992640,0.969529,-0.008242,-0.067272
18 Dec 2017 11:26:42.000,-9123.775666,-382622.071802,-136944.773936,0.969632,-0.004159,-0.065818
18 Dec 2017 11:56:42.000,-7378.359647,-382625.884535,-137061.936559,0.969716,-0.000077,-0.064363
18 Dec 2017 12:26:42.000,-5632.809051,-382622.349184,-137176.478356,0.969781,0.004005,-0.062906
18 Dec 2017 12:56:42.000,-3887.158032,-382611.466208,-137288.397221,0.969828,0.008087,-0.061448
18 Dec 2017 13:26:42.000,-2141.440743,-382593.236189,-137397.691090,0.969855,0.012169,-0.059989
18 Dec 2017 13:56:42.000,-395.691332,-382567.659838,-137504.357948,0.969863,0.016250,-0.058529
18 Dec 2017 14:26:42.000,1350.056052,-382534.737989,-137608.395823,0.969853,0.020330,-0.057068
18 Dec 2017 14:56:42.000,3095.767266,-382494.471607,-137709.802787,0.969823,0.024410,-0.055606
18 Dec 2017 15:26:42.000,4841.408171,-382446.861778,-137808.576961,0.969775,0.028490,-0.054143
18 Dec 2017 15:56:42.000,6586.944631,-382391.909719,-137904.716507,0.969707,0.032568,-0.052679
18 Dec 2017 16:26:42.000,8332.342516,-382329.616768,-137998.219636,0.969621,0.036646,-0.051214
18 Dec 2017 16:56:42.000,10077.567700,-382259.984395,-138089.084600,0.969515,0.040723,-0.049747
18 Dec 2017 17:26:42.000,11822.586064,-382183.014190,-138177.309701,0.969391,0.044799,-0.048280
18 Dec 2017 17:56:42.000,13567.363494,-382098.707873,-138262.893282,0.969248,0.048874,-0.046812
18 Dec 2017 18:26:42.000,15311.865883,-382007.067289,-138345.833734,0.969085,0.052948,-0.045344
18 Dec 2017 18:56:42.000,17056.059132,-381908.094408,-138426.129493,0.968904,0.057021,-0.043874
18 Dec 2017 19:26:42.000,18799.909148,-381801.791326,-138503.779040,0.968704,0.061093,-0.042403
18 Dec 2017 19:56:42.000,20543.381846,-381688.160265,-138578.780899,0.968485,0.065163,-0.040932
18 Dec 2017 20:26:42.000,22286.443152,-381567.203574,-138651.133644,0.968247,0.069233,-0.039460
18 Dec 2017 20:56:42.000,24029.058997,-381438.923726,-138720.835890,0.967990,0.073300,-0.037987
18 Dec 2017 21:26:42.000,25771.195325,-381303.323318,-138787.886299,0.967714,0.077367,-0.036513
18 Dec 2017 21:56:42.000,27512.818087,-381160.405077,-138852.283580,0.967419,0.081431,-0.035039
18 Dec 2017 22:26:42.000,29253.893245,-381010.171851,-138914.026484,0.967106,0.085494,-0.033564
18 Dec 2017 22:56:42.000,30994.386773,-380852.626616,-138973.113810,0.966773,0.089556,-0.032088
18 Dec 2017 23:26:42.000,32734.264654,-380687.772472,-139029.544402,0.966422,0.093615,-0.030612
18 Dec 2017 23:56:42.000,34473.492885,-380515.612646,-139083.317148,0.966051,0.097673,-0.029135
19 Dec 2017 00:26:42.000,36212.037475,-380336.150488,-139134.430983,0.965662,0.101729,-0.027658
19 Dec 2017 00:56:42.000,37949.864440,-380149.389474,-139182.884887,0.965254,0.105783,-0.026180
19 Dec 2017 01:26:42.000,39686.939816,-379955.333206,-139228.677883,0.964827,0.109835,-0.024701
19 Dec 2017 01:56:42.000,41423.229649,-379753.985410,-139271.809044,0.964381,0.113885,-0.023222
19 Dec 2017 02:26:42.000,43158.699999,-379545.349936,-139312.277485,0.963916,0.117932,-0.021743
19 Dec 2017 02:56:42.000,44893.316941,-379329.430761,-139350.082366,0.963433,0.121978,-0.020263
19 Dec 2017 03:26:42.000,46627.046566,-379106.231985,-139385.222896,0.962930,0.126021,-0.018782
19 Dec 2017 03:56:42.000,48359.854976,-378875.757834,-139417.698326,0.962409,0.130061,-0.017301
19 Dec 2017 04:26:42.000,50091.708293,-378638.012658,-139447.507954,0.961869,0.134100,-0.015820
19 Dec 2017 04:56:42.000,51822.572652,-378393.000932,-139474.651122,0.961310,0.138135,-0.014339
19 Dec 2017 05:26:42.000,53552.414207,-378140.727253,-139499.127220,0.960733,0.142168,-0.012857
19 Dec 2017 05:56:42.000,55281.199128,-377881.196347,-139520.935681,0.960136,0.146199,-0.011375
19 Dec 2017 06:26:42.000,57008.893600,-377614.413060,-139540.075984,0.959521,0.150227,-0.009892
19 Dec 2017 06:56:42.000,58735.463831,-377340.382365,-139556.547655,0.958887,0.154252,-0.008410
19 Dec 2017 07:26:42.000,60460.876042,-377059.109358,-139570.350263,0.958234,0.158274,-0.006927
19 Dec 2017 07:56:42.000,62185.096476,-376770.599259,-139581.483425,0.957563,0.162293,-0.005444
19 Dec 2017 08:26:42.000,63908.091394,-376474.857413,-139589.946801,0.956873,0.166309,-0.003960
19 Dec 2017 08:56:42.000,65629.827076,-376171.889287,-139595.740097,0.956164,0.170322,-0.002477
19 Dec 2017 09:26:42.000,67350.269825,-375861.700474,-139598.863067,0.955436,0.174332,-0.000993
19 Dec 2017 09:56:42.000,69069.385961,-375544.296690,-139599.315508,0.954690,0.178339,0.000490
19 Dec 2017 10:26:42.000,70787.141826,-375219.683774,-139597.097262,0.953925,0.182342,0.001974
19 Dec 2017 10:56:42.000,72503.503784,-374887.867689,-139592.208217,0.953141,0.186342,0.003458
19 Dec 2017 11:26:42.000,74218.438221,-374548.854522,-139584.648308,0.952339,0.190339,0.004942
19 Dec 2017 11:56:42.000,75931.911544,-374202.650483,-139574.417514,0.951518,0.194332,0.006426
19 Dec 2017 12:26:42.000,77643.890184,-373849.261904,-139561.515860,0.950678,0.198322,0.007909
19 Dec 2017 12:56:42.000,79354.340595,-373488.695244,-139545.943415,0.949820,0.202308,0.009393
19 Dec 2017 13:26:42.000,81063.229253,-373120.957081,-139527.700296,0.948943,0.206290,0.010877
19 Dec 2017 13:56:42.000,82770.522660,-372746.054117,-139506.786662,0.948047,0.210268,0.012360
19 Dec 2017 14:26:42.000,84476.187341,-372363.993180,-139483.202722,0.947133,0.214243,0.013844
19 Dec 2017 14:56:42.000,86180.189847,-371974.781217,-139456.948726,0.946200,0.218214,0.015327
19 Dec 2017 15:26:42.000,87882.496753,-371578.425300,-139428.024972,0.945249,0.222181,0.016810
19 Dec 2017 15:56:42.000,89583.074661,-371174.932622,-139396.431802,0.944279,0.226144,0.018293
19 Dec 2017 16:26:42.000,91281.890199,-370764.310501,-139362.169605,0.943291,0.230102,0.019776
19 Dec 2017 16:56:42.000,92978.910020,-370346.566375,-139325.238813,0.942284,0.234057,0.021258
19 Dec 2017 17:26:42.000,94674.100807,-369921.707806,-139285.639907,0.941258,0.238007,0.022740
19 Dec 2017 17:56:42.000,96367.429268,-369489.742478,-139243.373411,0.940215,0.241953,0.024222
19 Dec 2017 18:26:42.000,98058.862139,-369050.678196,-139198.439893,0.939152,0.245895,0.025704
19 Dec 2017 18:56:42.000,99748.366185,-368604.522889,-139150.839969,0.938071,0.249832,0.027185
19 Dec 2017 19:26:42.000,101435.908201,-368151.284607,-139100.574300,0.936972,0.253765,0.028666
19 Dec 2017 19:56:42.000,103121.455009,-367690.971522,-139047.643591,0.935855,0.257693,0.030146
19 Dec 2017 20:26:42.000,104804.973461,-367223.591927,-138992.048593,0.934718,0.261617,0.031626
19 Dec 2017 20:56:42.000,106486.430440,-366749.154238,-138933.790104,0.933564,0.265535,0.033106
19 Dec 2017 21:26:42.000,108165.792860,-366267.666992,-138872.868964,0.932391,0.269450,0.034585
19 Dec 2017 21:56:42.000,109843.027663,-365779.138847,-138809.286062,0.931200,0.273359,0.036063
19 Dec 2017 22:26:42.000,111518.101826,-365283.578583,-138743.042329,0.929990,0.277263,0.037541
19 Dec 2017 22:56:42.000,113190.982354,-364780.995102,-138674.138743,0.928763,0.281162,0.039018
19 Dec 2017 23:26:42.000,114861.636288,-364271.397426,-138602.576329,0.927516,0.285057,0.040495
19 Dec 2017 23:56:42.000,116530.030699,-363754.794697,-138528.356153,0.926252,0.288946,0.041971
20 Dec 2017 00:26:42.000,118196.132693,-363231.196180,-138451.479330,0.924969,0.292830,0.043447
20 Dec 2017 00:56:42.000,119859.909405,-362700.611262,-138371.947020,0.923668,0.296708,0.044922
20 Dec 2017 01:26:42.000,121521.328009,-362163.049447,-138289.760425,0.922349,0.300582,0.046396
20 Dec 2017 01:56:42.000,123180.355711,-361618.520361,-138204.920796,0.921012,0.304450,0.047870
20 Dec 2017 02:26:42.000,124836.959752,-361067.033753,-138117.429428,0.919656,0.308312,0.049343
20 Dec 2017 02:56:42.000,126491.107408,-360508.599488,-138027.287661,0.918283,0.312169,0.050815
20 Dec 2017 03:26:42.000,128142.765991,-359943.227556,-137934.496879,0.916891,0.316021,0.052286
20 Dec 2017 03:56:42.000,129791.902848,-359370.928064,-137839.058514,0.915481,0.319867,0.053756
20 Dec 2017 04:26:42.000,131438.485363,-358791.711239,-137740.974041,0.914052,0.323707,0.055226
20 Dec 2017 04:56:42.000,133082.480957,-358205.587430,-137640.244981,0.912606,0.327541,0.056695
20 Dec 2017 05:26:42.000,134723.857089,-357612.567104,-137536.872900,0.911142,0.331369,0.058163
20 Dec 2017 05:56:42.000,136362.581252,-357012.660849,-137430.859410,0.909660,0.335192,0.059630
20 Dec 2017 06:26:42.000,137998.620982,-356405.879373,-137322.206166,0.908159,0.339009,0.061096
20 Dec 2017 06:56:42.000,139631.943851,-355792.233500,-137210.914871,0.906641,0.342819,0.062561
20 Dec 2017 07:26:42.000,141262.517469,-355171.734178,-137096.987271,0.905105,0.346624,0.064025
20 Dec 2017 07:56:42.000,142890.309486,-354544.392471,-136980.425157,0.903550,0.350422,0.065488
20 Dec 2017 08:26:42.000,144515.287593,-353910.219564,-136861.230367,0.901978,0.354214,0.066950
20 Dec 2017 08:56:42.000,146137.419519,-353269.226760,-136739.404783,0.900388,0.357999,0.068411
20 Dec 2017 09:26:42.000,147756.673036,-352621.425481,-136614.950331,0.898780,0.361779,0.069871
20 Dec 2017 09:56:42.000,149373.015954,-351966.827269,-136487.868983,0.897154,0.365552,0.071330
20 Dec 2017 10:26:42.000,150986.416127,-351305.443782,-136358.162758,0.895510,0.369318,0.072788
20 Dec 2017 10:56:42.000,152596.841450,-350637.286800,-136225.833716,0.893848,0.373078,0.074244
20 Dec 2017 11:26:42.000,154204.259858,-349962.368218,-136090.883966,0.892169,0.376831,0.075700
20 Dec 2017 11:56:42.000,155808.639333,-349280.700052,-135953.315659,0.890472,0.380577,0.077154
20 Dec 2017 12:26:42.000,157409.947895,-348592.294435,-135813.130992,0.888757,0.384317,0.078607
20 Dec 2017 12:56:42.000,159008.153611,-347897.163617,-135670.332207,0.887024,0.388050,0.080058
20 Dec 2017 13:26:42.000,160603.224591,-347195.319969,-135524.921593,0.885274,0.391776,0.081509
20 Dec 2017 13:56:42.000,162195.128988,-346486.775976,-135376.901479,0.883506,0.395494,0.082958
20 Dec 2017 14:26:42.000,163783.835000,-345771.544244,-135226.274244,0.881720,0.399206,0.084406
20 Dec 2017 14:56:42.000,165369.310873,-345049.637494,-135073.042310,0.879917,0.402911,0.085852
20 Dec 2017 15:26:42.000,166951.524893,-344321.068566,-134917.208142,0.878096,0.406609,0.087297
20 Dec 2017 15:56:42.000,168530.445397,-343585.850417,-134758.774253,0.876257,0.410299,0.088741
20 Dec 2017 16:26:42.000,170106.040765,-342843.996121,-134597.743198,0.874401,0.413982,0.090183
20 Dec 2017 16:56:42.000,171678.279425,-342095.518869,-134434.117580,0.872528,0.417658,0.091623
20 Dec 2017 17:26:42.000,173247.129851,-341340.431969,-134267.900043,0.870637,0.421326,0.093063
20 Dec 2017 17:56:42.000,174812.560567,-340578.748846,-134099.093280,0.868728,0.424987,0.094500
20 Dec 2017 18:26:42.000,176374.540141,-339810.483041,-133927.700025,0.866802,0.428640,0.095936
20 Dec 2017 18:56:42.000,177933.037193,-339035.648213,-133753.723059,0.864859,0.432286,0.097371
20 Dec 2017 19:26:42.000,179488.020389,-338254.258136,-133577.165207,0.862898,0.435924,0.098804
20 Dec 2017 19:56:42.000,181039.458446,-337466.326700,-133398.029339,0.860919,0.439554,0.100236
20 Dec 2017 20:26:42.000,182587.320129,-336671.867913,-133216.318369,0.858924,0.443177,0.101665
20 Dec 2017 20:56:42.000,184131.574254,-335870.895898,-133032.035257,0.856911,0.446791,0.103093
20 Dec 2017 21:26:42.000,185672.189687,-335063.424893,-132845.183006,0.854881,0.450398,0.104520
20 Dec 2017 21:56:42.000,187209.135343,-334249.469253,-132655.764665,0.852834,0.453996,0.105945
20 Dec 2017 22:26:42.000,188742.380191,-333429.043448,-132463.783328,0.850769,0.457587,0.107368
20 Dec 2017 22:56:42.000,190271.893249,-332602.162065,-132269.242132,0.848687,0.461169,0.108789
20 Dec 2017 23:26:42.000,191797.643589,-331768.839804,-132072.144259,0.846588,0.464743,0.110208
