"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
31 Dec 2017 23:26:42.000,26155028.036883,-132813175.306347,-57575363.132059,29.785335,4.961909,2.151718
31 Dec 2017 23:56:42.000,26208639.865820,-132804234.959595,-57571486.168850,29.783364,4.971811,2.156016
1 Jan 2018 00:26:42.000,26262248.143011,-132795276.789030,-57567601.469523,29.781388,4.981713,2.160314
1 Jan 2018 00:56:42.000,26315852.860408,-132786300.796219,-57563709.034643,29.779409,4.991614,2.164611
1 Jan 2018 01:26:42.000,26369454.012184,-132777306.982279,-57559808.864801,29.777426,5.001514,2.168908
1 Jan 2018 01:56:42.000,26423051.591775,-132768295.348469,-57555900.960586,29.775440,5.011413,2.173205
1 Jan 2018 02:26:42.000,26476645.592630,-132759265.896045,-57551985.322588,29.773450,5.021312,2.177502
1 Jan 2018 02:56:42.000,26530236.008189,-132750218.626264,-57548061.951397,29.771456,5.031211,2.181798
1 Jan 2018 03:26:42.000,26583822.831892,-132741153.540382,-57544130.847601,29.769459,5.041108,2.186093
1 Jan 2018 03:56:42.000,26637406.057192,-132732070.639650,-57540192.011789,29.767458,5.051005,2.190389
1 Jan 2018 04:26:42.000,26690985.677532,-132722969.925319,-57536245.444550,29.765453,5.060901,2.194684
1 Jan 2018 04:56:42.000,26744561.686357,-132713851.398641,-57532291.146472,29.763445,5.070796,2.198979
1 Jan 2018 05:26:42.000,26798134.077118,-132704715.060863,-57528329.118141,29.761433,5.080691,2.203273
1 Jan 2018 05:56:42.000,26851702.843271,-132695560.913229,-57524359.360146,29.759418,5.090585,2.207567
1 Jan 2018 06:26:42.000,26905267.978255,-132686388.956988,-57520381.873073,29.757399,5.100478,2.211861
1 Jan 2018 06:56:42.000,26958829.475527,-132677199.193382,-57516396.657509,29.755376,5.110371,2.216155
1 Jan 2018 07:26:42.000,27012387.328544,-132667991.623652,-57512403.714039,29.753350,5.120263,2.220448
1 Jan 2018 07:56:42.000,27065941.530755,-132658766.249038,-57508403.043249,29.751319,5.130154,2.224740
1 Jan 2018 08:26:42.000,27119492.075613,-132649523.070781,-57504394.645726,29.749286,5.140045,2.229033
1 Jan 2018 08:56:42.000,27173038.956577,-132640262.090114,-57500378.522052,29.747248,5.149934,2.233325
1 Jan 2018 09:26:42.000,27226582.167099,-132630983.308276,-57496354.672813,29.745207,5.159824,2.237617
1 Jan 2018 09:56:42.000,27280121.700641,-132621686.726499,-57492323.098593,29.743163,5.169712,2.241909
1 Jan 2018 10:26:42.000,27333657.550657,-132612372.346015,-57488283.799976,29.741115,5.179600,2.246200
1 Jan 2018 10:56:42.000,27387189.710602,-132603040.168056,-57484236.777543,29.739063,5.189487,2.250491
1 Jan 2018 11:26:42.000,27440718.173942,-132593690.193849,-57480182.031879,29.737007,5.199374,2.254781
1 Jan 2018 11:56:42.000,27494242.934132,-132584322.424621,-57476119.563565,29.734948,5.209259,2.259071
1 Jan 2018 12:26:42.000,27547763.984629,-132574936.861601,-57472049.373182,29.732885,5.219144,2.263361
1 Jan 2018 12:56:42.000,27601281.318900,-132565533.506009,-57467971.461313,29.730819,5.229029,2.267651
1 Jan 2018 13:26:42.000,27654794.930403,-132556112.359070,-57463885.828537,29.728749,5.238913,2.271940
1 Jan 2018 13:56:42.000,27708304.812596,-132546673.422004,-57459792.475436,29.726675,5.248796,2.276229
1 Jan 2018 14:26:42.000,27761810.958945,-132537216.696030,-57455691.402588,29.724598,5.258678,2.280518
1 Jan 2018 14:56:42.000,27815313.362916,-132527742.182365,-57451582.610573,29.722517,5.268560,2.284806
1 Jan 2018 15:26:42.000,27868812.017962,-132518249.882228,-57447466.099969,29.720432,5.278441,2.289094
1 Jan 2018 15:56:42.000,27922306.917550,-132508739.796830,-57443341.871356,29.718344,5.288321,2.293382
1 Jan 2018 16:26:42.000,27975798.055147,-132499211.927384,-57439209.925310,29.716252,5.298201,2.297669
1 Jan 2018 16:56:42.000,28029285.424213,-132489666.275103,-57435070.262408,29.714157,5.308080,2.301956
1 Jan 2018 17:26:42.000,28082769.018210,-132480102.841197,-57430922.883228,29.712058,5.317958,2.306243
1 Jan 2018 17:56:42.000,28136248.830606,-132470521.626871,-57426767.788345,29.709955,5.327836,2.310529
1 Jan 2018 18:26:42.000,28189724.854861,-132460922.633335,-57422604.978335,29.707849,5.337713,2.314815
1 Jan 2018 18:56:42.000,28243197.084443,-132451305.861791,-57418434.453771,29.705739,5.347589,2.319101
1 Jan 2018 19:26:42.000,28296665.512814,-132441671.313444,-57414256.215230,29.703625,5.357465,2.323386
1 Jan 2018 19:56:42.000,28350130.133436,-132432018.989495,-57410070.263284,29.701508,5.367340,2.327671
1 Jan 2018 20:26:42.000,28403590.939777,-132422348.891145,-57405876.598507,29.699387,5.377214,2.331956
1 Jan 2018 20:56:42.000,28457047.925301,-132412661.019592,-57401675.221470,29.697263,5.387088,2.336241
1 Jan 2018 21:26:42.000,28510501.083466,-132402955.376033,-57397466.132746,29.695134,5.396961,2.340525
1 Jan 2018 21:56:42.000,28563950.407745,-132393231.961664,-57393249.332906,29.693003,5.406833,2.344808
1 Jan 2018 22:26:42.000,28617395.891596,-132383490.777679,-57389024.822521,29.690867,5.416705,2.349092
1 Jan 2018 22:56:42.000,28670837.528481,-132373731.825272,-57384792.602160,29.688728,5.426576,2.353375
1 Jan 2018 23:26:42.000,28724275.311866,-132363955.105632,-57380552.672393,29.686586,5.436446,2.357658
1 Jan 2018 23:56:42.000,28777709.235220,-132354160.619949,-57376305.033788,29.684439,5.446316,2.361941
2 Jan 2018 00:26:42.000,28831139.292735,-132344348.369225,-57372049.686973,29.682289,5.456185,2.366223
2 Jan 2018 00:56:42.000,28884565.476424,-132334518.354987,-57367786.632459,29.680136,5.466053,2.370505
2 Jan 2018 01:26:42.000,28937987.780489,-132324670.578258,-57363515.870815,29.677979,5.475921,2.374786
2 Jan 2018 01:56:42.000,28991406.198387,-132314805.040221,-57359237.402613,29.675818,5.485788,2.379068
2 Jan 2018 02:26:42.000,29044820.723579,-132304921.742056,-57354951.228425,29.673653,5.495654,2.383349
2 Jan 2018 02:56:42.000,29098231.349529,-132295020.684938,-57350657.348820,29.671485,5.505520,2.387629
2 Jan 2018 03:26:42.000,29151638.069694,-132285101.870047,-57346355.764369,29.669314,5.515385,2.391910
2 Jan 2018 03:56:42.000,29205040.877539,-132275165.298557,-57342046.475641,29.667138,5.525249,2.396190
2 Jan 2018 04:26:42.000,29258439.766521,-132265210.971641,-57337729.483204,29.664959,5.535113,2.400469
2 Jan 2018 04:56:42.000,29311834.730096,-132255238.890474,-57333404.787627,29.662777,5.544976,2.404749
2 Jan 2018 05:26:42.000,29365225.761730,-132245249.056224,-57329072.389478,29.660590,5.554839,2.409028
2 Jan 2018 05:56:42.000,29418612.854878,-132235241.470062,-57324732.289321,29.658401,5.564701,2.413307
2 Jan 2018 06:26:42.000,29471996.002994,-132225216.133156,-57320384.487724,29.656207,5.574562,2.417585
2 Jan 2018 06:56:42.000,29525375.199541,-132215173.046673,-57316028.985253,29.654010,5.584422,2.421863
2 Jan 2018 07:26:42.000,29578750.437974,-132205112.211777,-57311665.782471,29.651809,5.594282,2.426141
2 Jan 2018 07:56:42.000,29632121.711745,-132195033.629634,-57307294.879944,29.649605,5.604142,2.430418
2 Jan 2018 08:26:42.000,29685489.014312,-132184937.301404,-57302916.278235,29.647397,5.614000,2.434696
2 Jan 2018 08:56:42.000,29738852.339136,-132174823.228249,-57298529.977907,29.645185,5.623858,2.438973
2 Jan 2018 09:26:42.000,29792211.679658,-132164691.411330,-57294135.979523,29.642970,5.633715,2.443249
2 Jan 2018 09:56:42.000,29845567.029337,-132154541.851804,-57289734.283645,29.640751,5.643572,2.447525
2 Jan 2018 10:26:42.000,29898918.381628,-132144374.550828,-57285324.890835,29.638528,5.653428,2.451801
2 Jan 2018 10:56:42.000,29952265.729980,-132134189.509558,-57280907.801653,29.636302,5.663283,2.456077
2 Jan 2018 11:26:42.000,30005609.067838,-132123986.729148,-57276483.016660,29.634072,5.673138,2.460352
2 Jan 2018 11:56:42.000,30058948.388660,-132113766.210751,-57272050.536417,29.631838,5.682992,2.464627
2 Jan 2018 12:26:42.000,30112283.685886,-132103527.955520,-57267610.361483,29.629601,5.692846,2.468902
2 Jan 2018 12:56:42.000,30165614.952970,-132093271.964602,-57263162.492416,29.627360,5.702699,2.473176
2 Jan 2018 13:26:42.000,30218942.183355,-132082998.239150,-57258706.929776,29.625116,5.712551,2.477450
2 Jan 2018 13:56:42.000,30272265.370484,-132072706.780309,-57254243.674121,29.622868,5.722402,2.481724
2 Jan 2018 14:26:42.000,30325584.507805,-132062397.589227,-57249772.726008,29.620616,5.732253,2.485998
2 Jan 2018 14:56:42.000,30378899.588760,-132052070.667048,-57245294.085996,29.618361,5.742104,2.490271
2 Jan 2018 15:26:42.000,30432210.606786,-132041726.014917,-57240807.754639,29.616102,5.751953,2.494544
2 Jan 2018 15:56:42.000,30485517.555330,-132031363.633977,-57236313.732496,29.613839,5.761802,2.498816
2 Jan 2018 16:26:42.000,30538820.427828,-132020983.525369,-57231812.020122,29.611573,5.771651,2.503088
2 Jan 2018 16:56:42.000,30592119.217716,-132010585.690234,-57227302.618073,29.609303,5.781498,2.507360
2 Jan 2018 17:26:42.000,30645413.918432,-132000170.129711,-57222785.526903,29.607029,5.791345,2.511632
2 Jan 2018 17:56:42.000,30698704.523417,-131989736.844936,-57218260.747168,29.604752,5.801192,2.515903
2 Jan 2018 18:26:42.000,30751991.026095,-131979285.837049,-57213728.279423,29.602471,5.811038,2.520174
2 Jan 2018 18:56:42.000,30805273.419903,-131968817.107185,-57209188.124220,29.600187,5.820883,2.524445
2 Jan 2018 19:26:42.000,30858551.698274,-131958330.656478,-57204640.282115,29.597899,5.830728,2.528715
2 Jan 2018 19:56:42.000,30911825.854637,-131947826.486061,-57200084.753659,29.595607,5.840572,2.532985
2 Jan 2018 20:26:42.000,30965095.882415,-131937304.597069,-57195521.539407,29.593311,5.850415,2.537255
2 Jan 2018 20:56:42.000,31018361.775042,-131926764.990630,-57190950.639911,29.591012,5.860258,2.541524
2 Jan 2018 21:26:42.000,31071623.525937,-131916207.667878,-57186372.055723,29.588709,5.870100,2.545793
2 Jan 2018 21:56:42.000,31124881.128528,-131905632.629939,-57181785.787395,29.586403,5.879941,2.550062
2 Jan 2018 22:26:42.000,31178134.576235,-131895039.877944,-57177191.835479,29.584093,5.889782,2.554331
2 Jan 2018 22:56:42.000,31231383.862475,-131884429.413019,-57172590.200526,29.581779,5.899622,2.558599
2 Jan 2018 23:26:42.000,31284628.980673,-131873801.236290,-57167980.883088,29.579462,5.909462,2.562867
2 Jan 2018 23:56:42.000,31337869.924242,-131863155.348884,-57163363.883714,29.577140,5.919301,2.567134
3 Jan 2018 00:26:42.000,31391106.687304,-131852491.751746,-57158739.202981,29.574816,5.929139,2.571402
3 Jan 2018 00:56:42.000,31444339.261835,-131841810.446351,-57154106.841413,29.572487,5.938977,2.575669
3 Jan 2018 01:26:42.000,31497567.641978,-131831111.433650,-57149466.799562,29.570155,5.948814,2.579935
3 Jan 2018 01:56:42.000,31550791.821141,-131820394.714764,-57144819.077975,29.567820,5.958650,2.584202
3 Jan 2018 02:26:42.000,31604011.792733,-131809660.290814,-57140163.677202,29.565480,5.968486,2.588468
3 Jan 2018 02:56:42.000,31657227.550168,-131798908.162919,-57135500.597793,29.563137,5.978321,2.592734
3 Jan 2018 03:26:42.000,31710439.086838,-131788138.332201,-57130829.840296,29.560790,5.988156,2.596999
3 Jan 2018 03:56:42.000,31763646.396151,-131777350.799778,-57126151.405259,29.558440,5.997990,2.601264
3 Jan 2018 04:26:42.000,31816849.471512,-131766545.566766,-57121465.293232,29.556086,6.007823,2.605529
3 Jan 2018 04:56:42.000,31870048.306316,-131755722.634282,-57116771.504761,29.553728,6.017656,2.609794
3 Jan 2018 05:26:42.000,31923242.893957,-131744882.003446,-57112070.040396,29.551367,6.027488,2.614058
3 Jan 2018 05:56:42.000,31976433.227835,-131734023.675369,-57107360.900684,29.549002,6.037320,2.618322
3 Jan 2018 06:26:42.000,32029619.301338,-131723147.651170,-57102644.086172,29.546633,6.047150,2.622585
3 Jan 2018 06:56:42.000,32082801.107862,-131712253.931961,-57097919.597408,29.544261,6.056981,2.626849
3 Jan 2018 07:26:42.000,32135978.640793,-131701342.518855,-57093187.434938,29.541885,6.066810,2.631112
3 Jan 2018 07:56:42.000,32189151.893514,-131690413.412968,-57088447.599310,29.539505,6.076639,2.635374
3 Jan 2018 08:26:42.000,32242320.859417,-131679466.615411,-57083700.091071,29.537122,6.086468,2.639637
3 Jan 2018 08:56:42.000,32295485.531880,-131668502.127295,-57078944.910767,29.534735,6.096296,2.643899
3 Jan 2018 09:26:42.000,32348645.904281,-131657519.949733,-57074182.058945,29.532344,6.106123,2.648161
3 Jan 2018 09:56:42.000,32401801.970004,-131646520.083834,-57069411.536151,29.529949,6.115949,2.652422
3 Jan 2018 10:26:42.000,32454953.722421,-131635502.530711,-57064633.342931,29.527551,6.125775,2.656683
3 Jan 2018 10:56:42.000,32508101.154905,-131624467.291472,-57059847.479831,29.525149,6.135601,2.660944
3 Jan 2018 11:26:42.000,32561244.260828,-131613414.367228,-57055053.947398,29.522744,6.145425,2.665205
3 Jan 2018 11:56:42.000,32614383.033567,-131602343.759086,-57050252.746178,29.520335,6.155249,2.669465
3 Jan 2018 12:26:42.000,32667517.466476,-131591255.468157,-57045443.876715,29.517922,6.165073,2.673725
3 Jan 2018 12:56:42.000,32720647.552927,-131580149.495548,-57040627.339557,29.515505,6.174896,2.677985
3 Jan 2018 13:26:42.000,32773773.286284,-131569025.842366,-57035803.135248,29.513085,6.184718,2.682244
3 Jan 2018 13:56:42.000,32826894.659904,-131557884.509721,-57030971.264333,29.510661,6.194539,2.686503
3 Jan 2018 14:26:42.000,32880011.667143,-131546725.498719,-57026131.727360,29.508234,6.204361,2.690762
3 Jan 2018 14:56:42.000,32933124.301362,-131535548.810467,-57021284.524872,29.505802,6.214181,2.695020
3 Jan 2018 15:26:42.000,32986232.555908,-131524354.446074,-57016429.657415,29.503367,6.224001,2.699278
3 Jan 2018 15:56:42.000,33039336.424138,-131513142.406643,-57011567.125535,29.500929,6.233820,2.703536
3 Jan 2018 16:26:42.000,33092435.899396,-131501912.693282,-57006696.929776,29.498486,6.243638,2.707794
3 Jan 2018 16:56:42.000,33145530.975026,-131490665.307099,-57001819.070685,29.496040,6.253456,2.712051
3 Jan 2018 17:26:42.000,33198621.644378,-131479400.249198,-56996933.548806,29.493590,6.263274,2.716308
3 Jan 2018 17:56:42.000,33251707.900788,-131468117.520686,-56992040.364685,29.491137,6.273090,2.720564
3 Jan 2018 18:26:42.000,33304789.737593,-131456817.122669,-56987139.518866,29.488680,6.282906,2.724821
3 Jan 2018 18:56:42.000,33357867.148134,-131445499.056252,-56982231.011895,29.486219,6.292722,2.729077
3 Jan 2018 19:26:42.000,33410940.125742,-131434163.322542,-56977314.844318,29.483754,6.302537,2.733332
3 Jan 2018 19:56:42.000,33464008.663746,-131422809.922644,-56972391.016679,29.481286,6.312351,2.737588
3 Jan 2018 20:26:42.000,33517072.755476,-131411438.857665,-56967459.529524,29.478814,6.322165,2.741843
3 Jan 2018 20:56:42.000,33570132.394264,-131400050.128708,-56962520.383398,29.476338,6.331978,2.746098
3 Jan 2018 21:26:42.000,33623187.573422,-131388643.736883,-56957573.578846,29.473859,6.341790,2.750352
3 Jan 2018 21:56:42.000,33676238.286277,-131377219.683293,-56952619.116415,29.471376,6.351602,2.754606
3 Jan 2018 22:26:42.000,33729284.526149,-131365777.969045,-56947656.996649,29.468889,6.361413,2.758860
3 Jan 2018 22:56:42.000,33782326.286351,-131354318.595246,-56942687.220095,29.466398,6.371224,2.763114
3 Jan 2018 23:26:42.000,33835363.560194,-131342841.563003,-56937709.787297,29.463904,6.381034,2.767367
3 Jan 2018 23:56:42.000,33888396.340993,-131331346.873420,-56932724.698802,29.461406,6.390843,2.771620
4 Jan 2018 00:26:42.000,33941424.622770,-131319834.527436,-56927731.955122,29.458904,6.400652,2.775873
4 Jan 2018 00:56:42.000,33994448.397385,-131308304.526517,-56922731.556834,29.456399,6.410460,2.780125
4 Jan 2018 01:26:42.000,34047467.658869,-131296756.871581,-56917723.504486,29.453890,6.420267,2.784377
4 Jan 2018 01:56:42.000,34100482.400519,-131285191.563737,-56912707.798626,29.451377,6.430074,2.788629
4 Jan 2018 02:26:42.000,34153492.615638,-131273608.604091,-56907684.439799,29.448860,6.439880,2.792881
4 Jan 2018 02:56:42.000,34206498.297517,-131262007.993753,-56902653.428553,29.446340,6.449686,2.797132
4 Jan 2018 03:26:42.000,34259499.439446,-131250389.733832,-56897614.765434,29.443816,6.459491,2.801383
4 Jan 2018 03:56:42.000,34312496.034718,-131238753.825435,-56892568.450990,29.441288,6.469296,2.805633
4 Jan 2018 04:26:42.000,34365488.076618,-131227100.269675,-56887514.485766,29.438756,6.479099,2.809883
4 Jan 2018 04:56:42.000,34418475.558426,-131215429.067660,-56882452.870311,29.436221,6.488903,2.814133
4 Jan 2018 05:26:42.000,34471458.473426,-131203740.220502,-56877383.605173,29.433682,6.498705,2.818383
4 Jan 2018 05:56:42.000,34524436.814902,-131192033.729309,-56872306.690898,29.431139,6.508507,2.822632
4 Jan 2018 06:26:42.000,34577410.576118,-131180309.595197,-56867222.128035,29.428593,6.518308,2.826881
4 Jan 2018 06:56:42.000,34630379.750351,-131168567.819277,-56862129.917131,29.426043,6.528109,2.831130
4 Jan 2018 07:26:42.000,34683344.330875,-131156808.402661,-56857030.058736,29.423489,6.537909,2.835379
4 Jan 2018 07:56:42.000,34736304.310954,-131145031.346463,-56851922.553398,29.420931,6.547709,2.839627
4 Jan 2018 08:26:42.000,34789259.683849,-131133236.651798,-56846807.401665,29.418370,6.557507,2.843874
4 Jan 2018 08:56:42.000,34842210.442828,-131121424.319780,-56841684.604086,29.415805,6.567306,2.848122
4 Jan 2018 09:26:42.000,34895156.581143,-131109594.351525,-56836554.161211,29.413236,6.577103,2.852369
4 Jan 2018 09:56:42.000,34948098.092056,-131097746.748150,-56831416.073590,29.410663,6.586900,2.856616
4 Jan 2018 10:26:42.000,35001034.968818,-131085881.510772,-56826270.341772,29.408087,6.596697,2.860863
4 Jan 2018 10:56:42.000,35053967.204674,-131073998.640510,-56821116.966307,29.405507,6.606492,2.865109
4 Jan 2018 11:26:42.000,35106894.792880,-131062098.138480,-56815955.947745,29.402923,6.616288,2.869355
4 Jan 2018 11:56:42.000,35159817.726676,-131050180.005805,-56810787.286638,29.400335,6.626082,2.873601
4 Jan 2018 12:26:42.000,35212735.999301,-131038244.243604,-56805610.983536,29.397744,6.635876,2.877846
4 Jan 2018 12:56:42.000,35265649.604001,-131026290.852999,-56800427.038991,29.395148,6.645669,2.882091
4 Jan 2018 13:26:42.000,35318558.534008,-131014319.835112,-56795235.453554,29.392549,6.655462,2.886336
4 Jan 2018 13:56:42.000,35371462.782552,-131002331.191068,-56790036.227778,29.389947,6.665254,2.890580
4 Jan 2018 14:26:42.000,35424362.342867,-130990324.921991,-56784829.362214,29.387340,6.675045,2.894824
4 Jan 2018 14:56:42.000,35477257.208186,-130978301.029004,-56779614.857414,29.384730,6.684836,2.899068
4 Jan 2018 15:26:42.000,35530147.371723,-130966259.513237,-56774392.713933,29.382116,6.694626,2.903312
4 Jan 2018 15:56:42.000,35583032.826704,-130954200.375816,-56769162.932324,29.379498,6.704416,2.907555
4 Jan 2018 16:26:42.000,35635913.566353,-130942123.617869,-56763925.513140,29.376877,6.714204,2.911798
4 Jan 2018 16:56:42.000,35688789.583881,-130930029.240528,-56758680.456935,29.374252,6.723993,2.916041
4 Jan 2018 17:26:42.000,35741660.872500,-130917917.244923,-56753427.764264,29.371623,6.733780,2.920283
4 Jan 2018 17:56:42.000,35794527.425425,-130905787.632185,-56748167.435682,29.368990,6.743567,2.924525
4 Jan 2018 18:26:42.000,35847389.235858,-130893640.403450,-56742899.471744,29.366353,6.753354,2.928767
4 Jan 2018 18:56:42.000,35900246.297010,-130881475.559851,-56737623.873006,29.363713,6.763139,2.933008
4 Jan 2018 19:26:42.000,35953098.602080,-130869293.102524,-56732340.640023,29.361069,6.772925,2.937249
4 Jan 2018 19:56:42.000,36005946.144263,-130857093.032607,-56727049.773354,29.358421,6.782709,2.941490
4 Jan 2018 20:26:42.000,36058788.916761,-130844875.351239,-56721751.273554,29.355769,6.792493,2.945730
4 Jan 2018 20:56:42.000,36111626.912764,-130832640.059558,-56716445.141181,29.353114,6.802276,2.949970
4 Jan 2018 21:26:42.000,36164460.125461,-130820387.158708,-56711131.376794,29.350454,6.812059,2.954210
4 Jan 2018 21:56:42.000,36217288.548043,-130808116.649829,-56705809.980949,29.347791,6.821841,2.958450
4 Jan 2018 22:26:42.000,36270112.173694,-130795828.534067,-56700480.954208,29.345124,6.831622,2.962689
4 Jan 2018 22:56:42.000,36322930.995590,-130783522.812567,-56695144.297128,29.342454,6.841402,2.966928
4 Jan 2018 23:26:42.000,36375745.006915,-130771199.486477,-56689800.010270,29.339779,6.851182,2.971167
4 Jan 2018 23:56:42.000,36428554.200849,-130758858.556944,-56684448.094193,29.337101,6.860962,2.975405
5 Jan 2018 00:26:42.000,36481358.571291,-130746500.024930,-56679088.549423,29.334419,6.870741,2.979643
5 Jan 2018 00:56:42.000,36534158.109953,-130734123.891980,-56673721.376554,29.331733,6.880519,2.983881
5 Jan 2018 01:26:42.000,36586952.810733,-130721730.159042,-56668346.576150,29.329044,6.890296,2.988118
5 Jan 2018 01:56:42.000,36639742.666791,-130709318.827272,-56662964.148776,29.326350,6.900073,2.992355
5 Jan 2018 02:26:42.000,36692527.671286,-130696889.897827,-56657574.094995,29.323653,6.909849,2.996592
5 Jan 2018 02:56:42.000,36745307.817384,-130684443.371863,-56652176.415369,29.320952,6.919625,3.000828
5 Jan 2018 03:26:42.000,36798083.098233,-130671979.250543,-56646771.110464,29.318247,6.929400,3.005064
5 Jan 2018 03:56:42.000,36850853.506993,-130659497.535025,-56641358.180844,29.315539,6.939174,3.009300
5 Jan 2018 04:26:42.000,36903619.036811,-130646998.226474,-56635937.627074,29.312826,6.948947,3.013535
5 Jan 2018 04:56:42.000,36956379.680831,-130634481.326055,-56630509.449721,29.310110,6.958720,3.017771
5 Jan 2018 05:26:42.000,37009135.432203,-130621946.834935,-56625073.649352,29.307390,6.968493,3.022005
5 Jan 2018 05:56:42.000,37061886.284067,-130609394.754282,-56619630.226532,29.304666,6.978264,3.026240
5 Jan 2018 06:26:42.000,37114632.229557,-130596825.085268,-56614179.181831,29.301938,6.988035,3.030474
5 Jan 2018 06:56:42.000,37167373.261817,-130584237.829063,-56608720.515816,29.299207,6.997806,3.034708
5 Jan 2018 07:26:42.000,37220109.373975,-130571632.986842,-56603254.229056,29.296472,7.007575,3.038942
5 Jan 2018 07:56:42.000,37272840.559159,-130559010.559783,-56597780.322122,29.293733,7.017344,3.043175
5 Jan 2018 08:26:42.000,37325566.810500,-130546370.549062,-56592298.795583,29.290990,7.027113,3.047408
5 Jan 2018 08:56:42.000,37378288.121128,-130533712.955858,-56586809.650011,29.288243,7.036880,3.051641
5 Jan 2018 09:26:42.000,37431004.484154,-130521037.781356,-56581312.885976,29.285492,7.046647,3.055873
5 Jan 2018 09:56:42.000,37483715.892701,-130508345.026738,-56575808.504052,29.282738,7.056414,3.060105
5 Jan 2018 10:26:42.000,37536422.339890,-130495634.693191,-56570296.504811,29.279980,7.066180,3.064337
5 Jan 2018 10:56:42.000,37589123.818830,-130482906.781901,-56564776.888826,29.277218,7.075945,3.068568
5 Jan 2018 11:26:42.000,37641820.322631,-130470161.294062,-56559249.656672,29.274452,7.085709,3.072799
5 Jan 2018 11:56:42.000,37694511.844405,-130457398.230862,-56553714.808924,29.271682,7.095473,3.077030
5 Jan 2018 12:26:42.000,37747198.377251,-130444617.593499,-56548172.346157,29.268909,7.105236,3.081260
5 Jan 2018 12:56:42.000,37799879.914278,-130431819.383167,-56542622.268948,29.266131,7.114998,3.085490
5 Jan 2018 13:26:42.000,37852556.448583,-130419003.601065,-56537064.577874,29.263350,7.124760,3.089720
5 Jan 2018 13:56:42.000,37905227.973259,-130406170.248395,-56531499.273512,29.260565,7.134521,3.093950
5 Jan 2018 14:26:42.000,37957894.481407,-130393319.326359,-56525926.356442,29.257776,7.144282,3.098179
5 Jan 2018 14:56:42.000,38010555.966114,-130380450.836163,-56520345.827241,29.254983,7.154041,3.102408
5 Jan 2018 15:26:42.000,38063212.420467,-130367564.779015,-56514757.686491,29.252187,7.163800,3.106636
5 Jan 2018 15:56:42.000,38115863.837558,-130354661.156123,-56509161.934772,29.249386,7.173559,3.110864
5 Jan 2018 16:26:42.000,38168510.210467,-130341739.968701,-56503558.572665,29.246582,7.183317,3.115092
5 Jan 2018 16:56:42.000,38221151.532271,-130328801.217963,-56497947.600752,29.243774,7.193074,3.119320
5 Jan 2018 17:26:42.000,38273787.796051,-130315844.905126,-56492329.019617,29.240962,7.202830,3.123547
5 Jan 2018 17:56:42.000,38326418.994889,-130302871.031407,-56486702.829843,29.238146,7.212586,3.127774
5 Jan 2018 18:26:42.000,38379045.121844,-130289879.598031,-56481069.032015,29.235327,7.222341,3.132000
5 Jan 2018 18:56:42.000,38431666.169993,-130276870.606220,-56475427.626718,29.232503,7.232095,3.136226
5 Jan 2018 19:26:42.000,38484282.132406,-130263844.057200,-56469778.614539,29.229676,7.241849,3.140452
5 Jan 2018 19:56:42.000,38536893.002144,-130250799.952201,-56464121.996063,29.226845,7.251602,3.144678
5 Jan 2018 20:26:42.000,38589498.772267,-130237738.292454,-56458457.771879,29.224010,7.261354,3.148903
5 Jan 2018 20:56:42.000,38642099.435838,-130224659.079192,-56452785.942576,29.221171,7.271106,3.153128
5 Jan 2018 21:26:42.000,38694694.985910,-130211562.313654,-56447106.508742,29.218328,7.280856,3.157353
5 Jan 2018 21:56:42.000,38747285.415541,-130198447.997075,-56441419.470969,29.215482,7.290607,3.161577
5 Jan 2018 22:26:42.000,38799870.717782,-130185316.130698,-56435724.829846,29.212631,7.300356,3.165801
5 Jan 2018 22:56:42.000,38852450.885676,-130172166.715768,-56430022.585966,29.209777,7.310105,3.170025
5 Jan 2018 23:26:42.000,38905025.912276,-130158999.753530,-56424312.739922,29.206919,7.319853,3.174248
5 Jan 2018 23:56:42.000,38957595.790624,-130145815.245234,-56418595.292307,29.204056,7.329601,3.178471
6 Jan 2018 00:26:42.000,39010160.514491,-130132613.191914,-56412870.243713,29.201191,7.339347,3.182693
6 Jan 2018 00:56:42.000,39062720.075465,-130119393.595258,-56407137.594735,29.198321,7.349093,3.186916
6 Jan 2018 01:26:42.000,39115274.467302,-130106156.456307,-56401397.345973,29.195447,7.358839,3.191138
6 Jan 2018 01:56:42.000,39167823.683032,-130092901.776322,-56395649.498023,29.192570,7.368583,3.195359
6 Jan 2018 02:26:42.000,39220367.715689,-130079629.556564,-56389894.051484,29.189688,7.378327,3.199581
6 Jan 2018 02:56:42.000,39272906.558307,-130066339.798297,-56384131.006953,29.186803,7.388071,3.203802
6 Jan 2018 03:26:42.000,39325440.203900,-130053032.502793,-56378360.365031,29.183914,7.397813,3.208022
6 Jan 2018 03:56:42.000,39377968.645497,-130039707.671320,-56372582.126319,29.181021,7.407555,3.212243
6 Jan 2018 04:26:42.000,39430491.876123,-130026365.305151,-56366796.291418,29.178124,7.417296,3.216462
6 Jan 2018 04:56:42.000,39483009.888793,-130013005.405564,-56361002.860931,29.175223,7.427037,3.220682
6 Jan 2018 05:26:42.000,39535522.676520,-129999627.973837,-56355201.835461,29.172318,7.436776,3.224901
